id,language,date,newspaper_id,iiif_url,relevancy,text
"illustrierte_kronen_zeitung_krz19110626_article_362","de","1911-06-26T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19110626_page_12/181,314,439,851/!400,200/0/default.jpg","0","Blumenjunge, Meidling. Sie erhalten jetzt
im stellungspflichtigen
Alter die Auswanderungsbewilligung nicht
und ohne Paß kommen
Sie nicht nach Amerika.
Die Arbeitsverhältnisse
in Amerika sind überaus
ungünstige, man kann
vor der Auswanderung
nach Nordamerika nur
abraten. Lesen Sie die
Artikel über „Auswanderung“ in den Auskunftskalendern. Alle
vier Auskunftskalender
werden Ihnen bei Einsendung von 1 K in
Briefmarken oder per
Postanweisung portofrei
zugeschickt."
"illustrierte_kronen_zeitung_krz19110403_article_408","de","1911-04-03T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19110403_page_12/79,2913,476,573/!400,200/0/default.jpg","0","Wien—Amerika, Zentagasse. Vor der Auswanderung nach Amerika
wird dringend gewarnt.
Lesen Sie den Artikel
„Amerikareise“ im Auskunftskalender 1. Teil
und „Auswanderung“ im
Auskunftskalender zweiter Teil. Beide Auskunftskalender werden
Ihnen bei Einsendung
von 50 h in BriefmarIkeuvortofreil zugeschickt."
"illustrierte_kronen_zeitung_krz19111027_article_218","de","1911-10-27T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19111027_page_8/225,2770,429,627/!400,200/0/default.jpg","0","Auskünfte.
 Kolonie 1000, Viktor
M. Wenden Sie sich an
die deutsche Kolonialgesellschaft in Berlin. Eine
nähere Adresse ist nicht
erforderlich. Bezüglich
der Auswanderung nach
Argentinien finden Sie
eine Auskunft im Auskunftskalender 1. Teil,
der Ihnen bei Einsendung von 25 h in Briefmarken portofrei zuge#ickt wird"
"illustrierte_kronen_zeitung_krz19110826_article_226","de","1911-08-26T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19110826_page_9/2161,1370,428,707/!400,200/0/default.jpg","0","Laura, Siemensstraße.
Sie können die Auswanderungs=Bewilligung
erhalten. Näheres darüber
finden Sie im Auskunftskalender 2. Teil.
Ueber die Auswanderung
nach Argentinien und
Brasilien finden Sie
nähere Angaben im Auskunftskalender 1. und 4.
Teil. Wenn Sie nach Argentinien oder Brasilien
auswandern wollen, wird
nach Dokumenten nicht
gefragt. Wenn jemand in
Südamerika ist, kann er
auf Alimente nicht geklagt werden."
"illustrierte_kronen_zeitung_krz19110421_article_138","de","1911-04-21T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19110421_page_5/2129,2615,429,626/!400,200/0/default.jpg","0","del
sich
nisseurd
Auskünfte.
Amerika, Ionaz
Turnergasse. Wegen v.
Passes wenden Sie
an das Polizeikomn.
ciat Ihres Bezirkes
sodann an die Polizeidirektion. Für die Söhn
werden Sie die Auswar
derungsbewilligung nie
erhalten. Ueber die Auswanderung nach Kanada
finden Sie eine Aus
kunft im Auskunftskalender 1. Teil, der"
"illustrierte_kronen_zeitung_krz19110421_article_90","de","1911-04-21T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19110421_page_4/172,2653,432,406/!400,200/0/default.jpg","0","* Lundenburger Amerikaner. Lesen Sie den
ausführlichen Artikel
„Amerika = Auswanderung“ im Auskunftskalender 1. Teil, der
Ihnen bei Einsendung
von 25 Heller in Briefmarken portofrei zugeschickt wird."
"illustrierte_kronen_zeitung_krz19110320_article_472","de","1911-03-20T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19110320_page_12/161,2572,453,883/!400,200/0/default.jpg","0","Dickhäuter, Salzachstraße. 1. Sie können
einen Paß erhalten.
Lesen Sie den Artikel
„Auswanderung“ im
Auskunftskalender 2.
Teil und den ausführlichen Artikel „Amerikareise“ im Auskunftskalender 1. Teil. Beide
Auskunftskalender werden Ihnen bei Einsendung von 50 Heller in
Briefmarken an die Administration der „Kronen=Zeitung“, 9. Bezirk,
Pramergasse 28, portofrei zugeschickt. — 2.
Die Direktion der niederösterreichischen Landesbahnen befindet sich:
1. Bez., Rathausstraße
 Nr. 9. "
"illustrierte_kronen_zeitung_krz19130722_article_115","de","1913-07-22T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19130722_page_4/186,1329,435,466/!400,200/0/default.jpg","0","Auskünfte.
Franz Hirschmann. Lesen
Sie den Artikel,, Amerikareise und Auswanderung“
im Auskunftskalender 1.
und 2. Teil, die Ihnen
gegen Einsendung von
60 h in Briefmarken
portofrei zugeschickt werden."
"illustrierte_kronen_zeitung_krz19140112_article_297","de","1914-01-12T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19140112_page_10/148,2570,449,826/!400,200/0/default.jpg","0"," Dankbar, Wilhelminenstraße. Wir würden Ihnen
katen, ein Inserat zu veröffentlichen, daß Sie eine
Sommerwohnung suchen.
Geben Sie noch Ihre Ansprüche näher an, Sie
werden dann sicherlich
szahlreiche Zuschriften erschalten und können dann
genes Angebot wählen, das
Ihnen am besten paßt.
Brasinen, Singrienergasse.
Lesen Sie den Artikel
Auswanderung im Auskunftskalender 2. Teil. Es
ist dort aues Nähere angegeben. Der Auskunftskalender wird Ihnen
gegen Einsendung von
80 h in Briefmarken
zugeschickt."
"illustrierte_kronen_zeitung_krz19130623_article_66","de","1913-06-23T00:00:00Z","illustrierte_kronen_zeitung","https://platform.newseye.eu/iiif/illustrierte_kronen_zeitung_krz19130623_page_4/566,1484,1019,157/!400,200/0/default.jpg","0","Amerika, Volkertplatz. Lesen Sie den ausführlichen
Artikel „Amerikareise und Auswanderung“ im Auskunftskalender 1. Teil, der Ihnen gegen Einsendung von 30 h in
Briefmarken portofrei zugeschickt wird."
